
:Author: crane
:Email: crane@crane-pc
:Date: 2017-10-18 19:18

:from http://vim-scripts.org/vim/scripts.html

Type	Name	Description
color scheme	Neopro	Dark, high contrast neon theme
color scheme	Clean	A coherent and light color scheme optimized for web dev (Vim and GVim)
color scheme	latte	milk & cookies colorcheme
color scheme	dragon	Color Scheme resembling the Komodo Dark theme
color scheme	Getafe	This package contains a selfmade colorscheme for gvim - GUI and 256 terminals
color scheme	golded.vim	Based on GoldED from Amiga. Using low contrast colors to avoid flicking effects.
color scheme	Royal-Colorschemes	Royal Colorschemes for gvim
color scheme	Cobaltish	Colour scheme inspired by Textmates Cobalt colour scheme
color scheme	twilight256.vim	A color scheme that imitates the Twilight theme for TextMate
color scheme	obsidian2.vim	Obsidian2 Color scheme based on Notepad++ obsidian Color scheme
color scheme	Nazca	For Web Development - Support for 256 color
color scheme	kkruby.vim	color for ruby
color scheme	bocau	A dark color theme, inspire by vividchalk
color scheme	zazen	a dark grey colorscheme based on zenesque
color scheme	JellyX	A delicious collision of Jellybeans and Xoria256.
color scheme	mophiaDark	A dark background color scheme
color scheme	mophiaSmoke	A light background color scheme
color scheme	fokus	Light color scheme designed for Ruby programming
color scheme	neverland.vim--All-colorschemes-suck	256 colors, CLI and GUI
color scheme	perfect.vim	Light backgrounded Vim colorsheme
color scheme	softbluev2	softblue,comfortable.
color scheme	southwest-fog	Not too dark, low contrast
color scheme	devbox-dark-256	A 'Son of Obsidian'-like in 256 colors
color scheme	chance-of-storm	Dark colorscheme w/ sunny colors
color scheme	stackoverflow.vim	Stackoverflow's code highlights (gui)
color scheme	zenesque.vim	Minimalistic scheme with light / dark background options
color scheme	newspaper.vim	A light color scheme for coders whom also read newspapers
color scheme	void	A dark, clean color scheme
color scheme	Blueshift	Light color scheme (white background, Visual Studio and Python colors)
color scheme	lilypink	A dark color scheme, modification of mrpink
color scheme	Mizore	A dark color scheme in cyan, blue and violet tones.
color scheme	vydark	A versatile, comfortable colour scheme for every day use. Dark background.
color scheme	up.vim	Dark-background color scheme
color scheme	Sorcerer	Dark-background color scheme (GUI/256-color terminal).
color scheme	southernlights	A 256 colors scheme
color scheme	pf_earth.vim	Dark, Earthy Color Scheme
color scheme	newsprint.vim	A (pleasant) monochromatic color scheme for Vim
color scheme	Liquid-Carbon	Dark-background GUI color scheme.
color scheme	tchaba	A dark color scheme, 256 color terminals
color scheme	Code.Blocks-Dark	Code::Blocks original theme in a dark manner
color scheme	Selenitic	Port of Visual Studio 2010 Selenetic color scheme
color scheme	Son-of-Obisidian	Port of Visual Studio 2010 Son of obsidian color scheme
color scheme	Zephyr-Color-Scheme	Dark color scheme with distinct but calm colors
color scheme	Shades-of-Amber	Amber monitor influenced, nostalgic colour scheme
color scheme	Heliotrope	A dark-on-light color scheme
color scheme	lodestone	The most magnetic color scheme, guaranteed. (256 color)
color scheme	285colors-with-az-menu	285 color schemes for Vim with alphabetical menu
color scheme	tangoshady	the real TANGO colorscheme
color scheme	rdark-terminal	256 Color Terminal version of the rdark colorscheme
color scheme	BusierBee	A modification of BusyBee.vim
color scheme	pw	programming theme for gvim
color scheme	ekini-dark-colorscheme	Dark and cool color scheme
color scheme	obsidian	a colorscheme based on Obsidian Coast
color scheme	phd	Color theme with dark blue background for coding
color scheme	underwater-mod	Eye-pleasing dark blue scheme based on Underwater colorscheme
color scheme	darkBlue	A darkblue color scheme.
color scheme	fu	Clean and beautiful colorscheme. Do your eyes a favour.
color scheme	leglight2	Another light colour scheme based off of legiblelight
color scheme	legiblelight	another light scheme, easier on eyes
color scheme	tony_light	Another Light Colour Scheme
color scheme	nevfn	Dark colorscheme based on desert
color scheme	Silence	Light color scheme
color scheme	RTL	Color highlighting for gcc rtl dumps
color scheme	CodeFactory	A clean and dark color scheme for developers (Vim/GVim)
color scheme	ego.vim	A VIM color scheme using a dark background and beautiful foreground colors.
color scheme	kiss.vim	dark and simple colorscheme
color scheme	mayansmoke	Ergonomic light-background color scheme.
color scheme	mdark.vim	Dark colorscheme with shade variations, based on rdark/mydark
color scheme	256-grayvim	Blue & gray 256 colorscheme
color scheme	tesla	A dark color scheme for the GUI
color scheme	Mahewincs	A vim colorscheme
color scheme	orange	a mild color theme
color scheme	vimake	Vimake is a programming aid written in C++ for Linux
color scheme	candyman.vim	dark colorscheme based on jellybeans
color scheme	trogdor	A coding theme to help minimize eye strain.
color scheme	underwater	An easy on the eyes dark blue theme
color scheme	mrkn256.vim	Color scheme designed by mrkn, for 88- and 256-color xterms.
color scheme	neutron.vim	Light background colorscheme
color scheme	bvemu.vim	Another Dark Scheme for gvim
color scheme	strawimodo	GUI-only - colorful but sane
color scheme	Chrysoprase	A dark-on-light colour scheme
color scheme	bluechia.vim	A dark color scheme for GUI
color scheme	manuscript	Dark colorscheme
color scheme	gemcolors	colorfull theme dark background
color scheme	grey2	dark scheme
color scheme	github-theme	A gvim colorscheme based on github's syntax highlighting
color scheme	coldgreen.vim	base on dark background and green, blue color
color scheme	HiVim	HiVim is a color scheme creator
color scheme	mimicpak	Converted colorschemes from other Editors/IDEs, plus originals.
color scheme	Cobalt-Colour-scheme	Vim version of TextMates Cobalt colour scheme
color scheme	hornet.vim	Hornet style colorscheme
color scheme	chocolate.vim	Choclolate color scheme, based on the W3C core style
color scheme	tango.vim	Full Tango based colorscheme
color scheme	moss	Dark color scheme for low light conditions
color scheme	tir_black	based on ir_black colorscheme, tweaked for 256 color terms
color scheme	vilight.vim	A more literal translation of Will Farrington's Twilight color theme
color scheme	whitebox.vim	Light colorscheme with bright colors.
color scheme	dull	a very low saturation colour scheme
color scheme	Mustang2	a small edit of a beautifully picked color scheme
color scheme	forneus	Grey background and soft, eye pleasing foreground colours
color scheme	evening_2	Few modifications on evening color scheme
color scheme	d8g_04	simple red colorscheme
color scheme	d8g_03	simple colorscheme for everyday
color scheme	d8g_02	simple colorscheme for morning
color scheme	d8g_01	simple quiet colorscheme
color scheme	bclear	A bright, white color scheme for gVim.
color scheme	donbass.vim	Finely tuned, 256 color, light-grey background colorscheme
color scheme	mrpink	dark not black colorscheme
color scheme	elisex.vim	The colorscheme "Für die Sexy Elise".
color scheme	elise.vim	The colorscheme "Für Elise".
color scheme	kaltex.vim	A colder colorscheme...
color scheme	kalt.vim	A cold colorscheme.
color scheme	dual.vim	The Dual colorscheme that you've longing for.
color scheme	herald.vim	A dark color scheme for Vim
color scheme	Colorzone	Colorscheme Use More Soft Colors
color scheme	nature.vim	colorscheme with nature tones
color scheme	tango-desert.vim	Dark Color scheme based on tango palette and desert
color scheme	TuttiColori-Colorscheme	A port of the Tutti Colori theme from the Espresso editor
color scheme	Changing-color-script	Syntax highlight colors change gradually based on minutes of hour
color scheme	darkZ	★★Try my best to make it looks more comfortable:P
color scheme	darkburn	Darkburn: A darker mod of Zenburn
color scheme	bandit.vim	Colour Scheme
color scheme	tango-morning.vim	Light Grey Tango color theme based on Morning
color scheme	graywh	My personal colorscheme
color scheme	wargreycolorscheme	Dark color scheme for terminal with full options
color scheme	Symfony	Color scheme based on symfony php framework documentation
color scheme	Skittles-Dark	Dark, colorful scheme
color scheme	Zmrok	Dark, warm color scheme
color scheme	vylight	A color scheme that integrates well with OS X. Light background.
color scheme	lilydjwg_dark	A color scheme with dark background.
color scheme	summerfruit256.vim	summerfruit color scheme in 256 colors
color scheme	codeburn	light scheme optimized for ruby, haml
color scheme	Darkdevel	Vim colorscheme
color scheme	Blazer	Awesome Color scheme
color scheme	ansi_blows.vim	Matching ANSI colorscheme for gVim and vim
color scheme	jellybeans.vim	Colorful, dark color scheme
color scheme	BusyBee	a dark color scheme (modification of Mustang.vim)
color scheme	ashen.vim	Grayish colorscheme for GVim
color scheme	earthburn	light, earthy, low contrast colorscheme for ruby coding
color scheme	Lucius	Color scheme with dark and light versions (GUI and 256 color terminal).
color scheme	norwaytoday	Norway Today Netbeans theme for Vim (GUI Only)
color scheme	lilydjwg_green	A light-green background color scheme.
color scheme	widower.vim	color scheme mostly red on black background
color scheme	charged-256.vim	256 color colorsheme to supplement dark colorschemes.
color scheme	guepardo.vim	Color scheme inspired by OSX Leopard with a little bit of Python
color scheme	proton	Another light colorscheme
color scheme	Spiderhawk	Initial Upload
color scheme	tetragrammaton	dark gvim color scheme
color scheme	vanzan_color	A dark blue (nearly black) color scheme
color scheme	lightcolors	Another light colorscheme
color scheme	blood	A dark red, still somewhat colorful colorscheme
color scheme	Fruidle	White background, happy colors, good usability
color scheme	maroloccio3	A monochromatic colour scheme for Vim in GUI mode.
color scheme	eclm_wombat.vim	Colour scheme based on ECLM and wombat schemes
color scheme	maroloccio2	Works only in GUI mode (gVim, mVim, etc.).
color scheme	Quagmire	Army style color scheme
color scheme	maroloccio	An easy-on-the-eyes dark background colour scheme.
color scheme	Gentooish	Dark, moderately-saturated color scheme with greens and purples
color scheme	paintbox	A colourful, happy scheme with high contrast
color scheme	wombat256.vim	Wombat for 256 color xterms
color scheme	kellys	A colour scheme inspired by Kellys bicycles
color scheme	enzyme.vim	A color scheme optimized for viewing in Terminal.app
color scheme	google	A colour scheme based on Google's
color scheme	miko	Elegant blues and yellows on black
color scheme	nightsky	Black background, good usability.
color scheme	corporation	A dark grey, yellow and blue theme that doesn't hurt the eyes.
color scheme	literal_tango.vim	A Tango-based colorscheme with good contrast, yet easy on the eyes
color scheme	nour.vim	a set of highlights that extend dw_green for a better look
color scheme	Tango2	A Tango based colour theme for Vim (ported from gedit)
color scheme	Refactor-Color-Scheme	Refactor Color Scheme
color scheme	sqlplsql	Good for sql and pl/sql coding
color scheme	darkeclipse.vim	A dark color scheme for the GUI
color scheme	winter.vim	VIM with color of light gray
color scheme	win9xblueback.vim	Windows9x blue back screen like colorscheme
color scheme	darkbone.vim	This is a dark background color scheme for the GUI.
color scheme	simplewhite.vim	A light background color scheme
